config_hash,label,options_json,n_problems,n_solved,reliability,cum_cpu_time,combined_score,status_counts_json
11c0014f5c85,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,110,0.909091,28.1798,0.962125,"{""solved"": 110, ""unsolved"": 11}"
ab23a9711ec9,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,114,0.942149,15.2410,1.016747,"{""solved"": 114, ""unsolved"": 7}"
572be6f48359,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,1,0.008264,5.4218,0.099228,"{""unsolved"": 120, ""solved"": 1}"
6ffa7de552c1,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,2.3623,0.096063,"{""unsolved"": 121}"
4159f070eaec,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,1,0.008264,5.5336,0.099042,"{""unsolved"": 120, ""solved"": 1}"
46c5247b1ec9,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,3.5664,0.094056,"{""unsolved"": 121}"
afccfaf5f3db,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,0,0.000000,2.1393,0.096435,"{""unsolved"": 121}"
2cddf20353ef,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,79,0.652893,41.3323,0.684005,"{""unsolved"": 42, ""solved"": 79}"
33d43d9eb9df,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,114,0.942149,9.3412,1.026580,"{""solved"": 114, ""unsolved"": 7}"
09291d6de8ff,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,114,0.942149,8.6773,1.027687,"{""solved"": 114, ""unsolved"": 7}"
aeb82fbe9980,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,29,0.239669,48.0365,0.259609,"{""unsolved"": 92, ""solved"": 29}"
18d75bd88861,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,115,0.950413,12.7404,1.029179,"{""solved"": 115, ""unsolved"": 6}"
45ae9487ad93,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,2.0011,0.096665,"{""unsolved"": 121}"
f62ee7fa5795,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,114,0.942149,7.9990,1.028817,"{""solved"": 114, ""unsolved"": 7}"
aefcf509f190,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,87,0.719008,43.2180,0.746978,"{""solved"": 87, ""unsolved"": 34}"
12d7d7a4abd5,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,85,0.702479,31.6156,0.749787,"{""unsolved"": 36, ""solved"": 85}"
1f9dec2e3b6a,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,3.0478,0.094920,"{""unsolved"": 121}"
4ec1708db3f9,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,114,0.942149,9.1233,1.026943,"{""solved"": 114, ""unsolved"": 7}"
bec2df3e7a25,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,33,0.272727,111.6374,0.272727,"{""solved"": 33, ""unsolved"": 86, ""timeout"": 2}"
8b6e756c51b4,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,23,0.190083,256.9784,0.190083,"{""unsolved"": 87, ""solved"": 23, ""timeout"": 11}"
5a44e281eb4d,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,18,0.148760,28.7245,0.200886,"{""unsolved"": 103, ""solved"": 18}"
1e49576f285f,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,112,0.925620,13.4966,1.003125,"{""solved"": 112, ""unsolved"": 9}"
c765cb1dab84,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,1,0.008264,5.0571,0.099836,"{""unsolved"": 120, ""solved"": 1}"
256c7de9006b,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,19,0.157025,4.7602,0.249091,"{""unsolved"": 102, ""solved"": 19}"
0dbdeea2e419,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,2.8996,0.095167,"{""unsolved"": 121}"
a89ea97e67cc,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,72,0.595041,33.8956,0.638549,"{""unsolved"": 49, ""solved"": 72}"
ce0643624c39,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,34,0.280992,191.4902,0.280992,"{""solved"": 34, ""unsolved"": 80, ""timeout"": 7}"
5d29e8f26c34,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,99,0.818182,50.4055,0.834173,"{""solved"": 99, ""unsolved"": 22}"
9cc0076619ff,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,114,0.942149,39.3441,0.976575,"{""solved"": 114, ""unsolved"": 7}"
5f0af8d09822,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,2.6130,0.095645,"{""unsolved"": 121}"
137f2bd65928,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,114,0.942149,12.3391,1.021584,"{""solved"": 114, ""unsolved"": 7}"
069098bdbf35,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,109,0.900826,17.2809,0.972025,"{""solved"": 109, ""unsolved"": 12}"
7cbdb7ff2dfc,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,110,0.909091,27.0730,0.963969,"{""solved"": 110, ""unsolved"": 11}"
cb1fa2c81754,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,0,0.000000,1.5788,0.097369,"{""unsolved"": 121}"
75eadaca5519,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,3.0192,0.094968,"{""unsolved"": 121}"
7594cf0cb38e,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,79,0.652893,32.2363,0.699165,"{""unsolved"": 42, ""solved"": 79}"
1e90dfa5e3c8,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,21,0.173554,346.9958,0.173554,"{""unsolved"": 86, ""solved"": 21, ""timeout"": 14}"
52eaf98bd186,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,21,0.173554,85.2662,0.173554,"{""unsolved"": 98, ""solved"": 21, ""timeout"": 2}"
8eb398a1cd1e,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,33,0.272727,229.1864,0.272727,"{""solved"": 33, ""unsolved"": 80, ""timeout"": 8}"
9c307cb48600,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,37,0.305785,175.0983,0.305785,"{""solved"": 37, ""unsolved"": 77, ""timeout"": 7}"
df8ae9ceeb1b,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,19,0.157025,37.0522,0.195271,"{""unsolved"": 102, ""solved"": 19}"
e4848bcf7792,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,114,0.942149,33.7466,0.985904,"{""solved"": 114, ""unsolved"": 7}"
0aeab6984481,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,20,0.165289,87.4258,0.165289,"{""unsolved"": 99, ""solved"": 20, ""timeout"": 2}"
6c977c104c9f,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,87,0.719008,46.9486,0.740761,"{""solved"": 87, ""unsolved"": 34}"
29578600a766,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,104,0.859504,8.0050,0.946162,"{""solved"": 104, ""unsolved"": 17}"
d678dad79a27,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,2.5303,0.095783,"{""unsolved"": 121}"
a95542329e0f,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,0,0.000000,2.5891,0.095685,"{""unsolved"": 121}"
2b0e2b688ccd,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,1.9694,0.096718,"{""unsolved"": 121}"
b260ae80a9ee,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,2.3002,0.096166,"{""unsolved"": 121}"
b1175453d490,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,8,0.066116,12.8714,0.144663,"{""unsolved"": 113, ""solved"": 8}"
83dbbabb9fa9,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,3.7786,0.093702,"{""unsolved"": 121}"
501821428a13,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,114,0.942149,9.2752,1.026690,"{""solved"": 114, ""unsolved"": 7}"
81f389668a60,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,85,0.702479,30.1225,0.752275,"{""unsolved"": 36, ""solved"": 85}"
757a6624b860,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,106,0.876033,25.0090,0.934351,"{""solved"": 106, ""unsolved"": 15}"
06a9c6e660d4,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,7,0.057851,14.0769,0.134390,"{""unsolved"": 114, ""solved"": 7}"
36df947d34de,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,103,0.851240,22.7495,0.913324,"{""solved"": 103, ""unsolved"": 18}"
f8719d98e327,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,0,0.000000,2.6826,0.095529,"{""unsolved"": 121}"
a0ca5208c1aa,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,104,0.859504,8.8598,0.944738,"{""solved"": 104, ""unsolved"": 17}"
a92cf1df41e9,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,116,0.958678,15.5675,1.032732,"{""solved"": 116, ""unsolved"": 5}"
ad6448676ca2,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,28,0.231405,80.8300,0.231405,"{""unsolved"": 93, ""solved"": 28}"
e0416516792c,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,33,0.272727,221.7325,0.272727,"{""solved"": 33, ""unsolved"": 79, ""timeout"": 9}"
9de7f9de21aa,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,23,0.190083,255.5138,0.190083,"{""unsolved"": 87, ""solved"": 23, ""timeout"": 11}"
a6ca4702a300,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,114,0.942149,13.8574,1.019053,"{""solved"": 114, ""unsolved"": 7}"
8656a8c80249,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,34,0.280992,193.3510,0.280992,"{""solved"": 34, ""unsolved"": 80, ""timeout"": 7}"
5627e2309ddf,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,72,0.595041,29.9378,0.645145,"{""unsolved"": 49, ""solved"": 72}"
5d8663867bc1,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,86,0.710744,36.5787,0.749779,"{""unsolved"": 35, ""solved"": 86}"
c91bead6dda3,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,114,0.942149,36.4991,0.981317,"{""solved"": 114, ""unsolved"": 7}"
a99ea787ea71,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,115,0.950413,32.3453,0.996504,"{""solved"": 115, ""unsolved"": 6}"
4531f5f9c344,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,37,0.305785,174.1193,0.305785,"{""solved"": 37, ""unsolved"": 77, ""timeout"": 7}"
df36c585435d,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,3.5534,0.094078,"{""unsolved"": 121}"
01fd2410152d,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,110,0.909091,27.9151,0.962566,"{""solved"": 110, ""unsolved"": 11}"
571713f07f83,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,114,0.942149,14.0083,1.018802,"{""solved"": 114, ""unsolved"": 7}"
7249f5567147,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,61,0.504132,82.7113,0.504132,"{""unsolved"": 60, ""solved"": 61}"
8a5d35380d54,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,28,0.231405,99.9720,0.231405,"{""unsolved"": 93, ""solved"": 28}"
643141e7bd3a,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,2.9786,0.095036,"{""unsolved"": 121}"
3903fc92c21d,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,31,0.256198,53.9119,0.266345,"{""unsolved"": 90, ""solved"": 31}"
